id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
213,aca4fa25-5e68-4fe0-8fa1-d9f06a59b073,2026-07-07 10:21:25.898,deny,"Album cover features a person in black clothing lying on a solid teal background with arms extended. Large beige arched serif text ""EMMA SWIFT"" spans across the center; smaller white sans-serif text ""the RESURRECTION GAME"" appears top right.",1,,,"Person in black clothing lying on a solid teal background with arms extended; beige serif text ""EMMA SWIFT"" spans across center",1,,
214,51b11646-8217-44aa-b535-b04225e77222,2026-07-07 10:21:47.292,deny,"A soft-serve ice cream cone in a waffle cone with a knife slicing through its top is centered against a solid blue background. The word ""CRYBABY"" appears in white script font in the upper right corner.",1,,,"Ice cream cone with a knife slicing through its top against a blue background. ""CRYBABY"" appears in white in the upper right.",1,,
215,28b699e0-9159-40d1-915a-45592ee19058,2026-07-07 10:23:26.622,deny,"Monochrome illustration of a person with shoulder-length light-colored hair wearing a patterned garment, hand resting near their chin against a muted background.",1,,,"Faded, pink-tinged painting of a person with shoulder-length black hair. Their chin rests against their hand as they stare forward",1,,
248,f84f762b-e080-45f7-8778-cf3e830d84ce,2026-07-07 10:45:50.601,deny,"A photograph of ocean waves crashing against a blue sky background with white foam; overlaid text displays ""CARLOS NIÑO & FRIENDS"" and ""More Energy Fields, Current"" in blue typography.",1,,,"Grainy blue, purple, and pink gradient photograph with ocean waves crashing against a blue sky background with white foam",1,,
217,ac7b8d6d-6c8a-43b0-89a3-2b019a44dc90,2026-07-07 10:24:22.848,deny,"A hand holds a red cassette tape emitting bright red smoke against a dark gray textured background; bold white vertical text reads ""VOLCANIC TONGUE"" on the right edge.",1,,,"Hand holding a cassette emitting smoke in red. Dark gray background. White vertical text on the right, ""VOLCANIC TONGUE"".",1,,
219,58e61cc2-355b-4edd-90cf-c68efb1ac4d8,2026-07-07 10:26:12.526,deny,"Photograph of a cloud formation under a sunset sky transitioning from blue to orange. Bold pink sans-serif text displays three artist names—""CARLOS NIÑO"", ""SURYA BOTOFASINA"", and ""ADAM RUDOLPH""—overlaid on the clouds.",1,,,A cloud formation under a sunset sky transitioning from blue to orange. Bold pink overlaid text show the 3 artist names.,1,,
221,0703ae04-4006-46b0-84c5-b9bfed6372cc,2026-07-07 10:26:57.678,confirm,"Abstract composition of swirling orange and off-white organic shapes with a grainy, textured surface.",1,,,"Abstract composition of swirling orange and off-white organic shapes with a grainy, textured surface.",1,,
222,5ae479e7-9587-4756-852e-806fa093633f,2026-07-07 10:27:16.212,deny,"Orange album cover with a thin black square border featuring a pyramid-shaped collage of black-outlined faces. Bold stylized text displays ""Wattstax '72"" prominently below the face arrangement, with ""Soul'd Out THE COMPLETE WATTSTAX COLLECTION"" underneath and ""Stax Records Presents"" visible on the left.",1,,,"Orange background with a pyramid-shaped collage of black-outlined faces. Bold ""Wattstax '72"" below it.",1,,
225,2e1d6cf6-950e-44cb-8197-2aace67f6e81,2026-07-07 10:29:19.605,deny,"A person with short light brown hair rests their head on an arm against a blurred background of green foliage; text reading ""ANNA ST LOUIS"" in top left corner and ""IN THE AIR"" in top right corner, with warm-toned skin tones and soft-focus photography.",1,,,A person with short light brown hair rests their head on an arm before blurred green foliage in soft-focus.,1,,
228,6bef94fd-ad9b-42e2-8cc6-90226f552372,2026-07-07 10:30:58.839,deny,"A nighttime cityscape features illuminated skyscrapers with vibrant blue, purple, and pink neon lights against a dark sky. Stylized white graffiti text reading ""DJ HANK"" appears at the top, while small ""HU"" is centered below.",1,,,"Nighttime cityscape with illuminated skyscrapers and vibrant blue, purple, and pink neon lights reflecting buildings against sky.",1,,
229,073d10cc-caf8-4425-98fd-af60fc2f4a99,2026-07-07 10:32:30.169,deny,"A figure draped in white fabric stands in an open field under a sunset sky transitioning from amber to blue hues. Text reads ""HERCULES & LOVE AFFAIR"" at top and ""IN AMBER"" centered below.",1,,,"Figure draped in white fabric in an open field under an amber and blue sunset. ""HERCULES & LOVE AFFAIR"" above and ""IN AMBER"" below",1,,
230,31730932-d2cf-46be-afb0-dc24ad5b31f1,2026-07-07 10:32:52.496,deny,"Album cover with red border features a beach scene under blue sky; includes two gray cats, person in colorful floral shirt with arms outstretched, two double-decker trams on sand, and hooded child. Bold white 'Shufflemania!' text at top, 'Robyn Hitchcock' below.",1,,,"Beach under blue sky with two gray cats, person with arms outstretched, two double-decker trams, and hooded child. Red border",1,,
231,32f6aaa3-a40a-46a6-92b4-adbd6a72539b,2026-07-07 10:32:54.559,deny,"The cover displays abstract geometric patterns composed of red, black, and white pixelated squares forming overlapping shapes. The text ""I.P.A."" appears above ""GRIMSTA"" in bold sans-serif font on the upper left.",1,,,"Abstract geometric patterns of red, black, and white pixelated squares forming overlapping shapes. Text of album and artist names.",1,,
232,12616d72-a971-40f6-adba-8f5e891ca304,2026-07-07 10:33:59.569,confirm,"Geometric digital artwork featuring a red-lined grid background with scattered circular shapes in red, green, pink, and black.",1,,,"Geometric digital artwork featuring a red-lined grid background with scattered circular shapes in red, green, pink, and black.",1,,
234,5444761f-260f-4951-b5f3-8312fd81fd91,2026-07-07 10:36:05.015,deny,"Vibrant psychedelic collage album cover with large bold multicolored letters spelling ""THE GO! TEAM"" and visible title ""Get Up Sequences Part 2"" amid sunbursts, stars, and geometric shapes in bright red, blue, yellow, and green.",1,,,"Psychedelic collage with large bold multicolored artist and album text, sunbursts, stars, flowers, grass, and geometric shapes.",1,,
235,52a4b7c8-5631-416e-9987-c45b1dfa913b,2026-07-07 10:36:26.999,deny,"A black-and-white portrait of a person wearing a white headwrap dominates the center, set against an abstract background with bold red, blue, yellow, and purple shapes. The artwork is framed by layered geometric borders in gold and blue, with ""Abdallah Oumbadougou"" at the top followed by ""AMGHAR «THE GODFATHER OF TUAREG MUSIC» VOL. 1"" in white text.",1,,,Centered black-and-white portrait of person wearing white headwrap; multicolored shapes in background; layered black borders.,1,,
238,2b17a8b3-a21e-4b6c-8682-7329626f4ebf,2026-07-07 10:38:20.177,deny,"Album cover featuring stylized dark green ""DARGZ"" text centered on a solid light pink background; rounded, flowing typography with abstracted letterforms.",1,,,"Dark green ""DARGZ"" text centered on a solid light pink background; rounded, flowing typography with abstracted letterforms",1,,
239,71ed5ecb-dc07-45ef-981d-7f7a8aaeab82,2026-07-07 10:39:21.899,deny,"A person wearing a wide-brimmed brown hat and black gloves operates vintage audio equipment with spinning reels. Stylized yellow typography displays ""São Paulo"" beneath smaller text reading ""Adrian Younge Presents Linear Labs:"" on a muted gray background.",1,,,A person wearing a wide-brimmed brown hat and black gloves operates vintage audio equipment with spinning reels.,1,,
240,ec13af4a-7720-4d64-92a0-5e530c10cf92,2026-07-07 10:41:32.761,deny,"Album cover featuring a partial grayscale side profile of a person on the left against an abstract background of bold red, black, and white splatter patterns. Text at top displays ""CHRIS CORSANO"" in red uppercase letters followed by album title in smaller gray text.",1,,,"A partial grayscale side profile of a person on the left against an background of bold red, black, and white splatter patterns.",1,,
243,aada107d-c214-44dd-8437-bb968742a796,2026-07-07 10:43:05.285,deny,"A black starry background features a large pink-to-blue gradient abstract shape at center; vertical white script reads ""Lynn Avery & Cole Pulice"" left side, with ""Live & Die To"" top-right and ""In Space & Time"" below the form.",1,,,Black starry background with pink-to-blue gradient abstract shape at center; 'Moon Glyph' sideways text on left edge in center,1,,
245,158be9c3-81ae-46ee-b1bb-0391a23e5756,2026-07-07 10:44:22.02,deny,"Black-and-white photograph of a galloping horse against a solid black background; text “mekons” in bold lowercase at top, “HORROR” in uppercase near the bottom.",1,,,"Monochrome photograph of a horse on a black background. “mekons” in bold lowercase at top, “HORROR” in uppercase near the bottom.",1,,
247,98cf8b29-e11e-43ea-8370-627f49f964e4,2026-07-07 10:45:39.946,deny,A painterly depiction of a forest at dusk featuring tall evergreen trees silhouetted against an orange and blue twilight sky; snowy ground is rendered in cool blues and greens.,1,,,Painting of a forest at dusk with tall trees against an orange and blue sky.,1,,
251,378ddbc6-a2bf-4c9a-8554-3f815fff68cb,2026-07-07 10:48:20.91,deny,"Close-up photograph of an individual with short dark hair reflected in a glass window, showing blurred urban buildings and structures outside under natural daylight; soft lighting creates subtle shadows across the figure.",1,,,Close-up photograph of an individual with short dark hair showing blurred urban buildings behind under daylight.,1,,
252,654a2913-5e47-483f-9f2a-59a868b25e74,2026-07-07 10:48:54.28,deny,"The album cover displays bold black sans-serif text reading ""GOOD LIVING IS COMING FOR YOU"" and ""SWEEPING PROMISES"" above a grid of CMYK-colored geometric shapes featuring cyan, magenta, yellow, and black with rounded segments.",1,,,"Grid of CMYK-colored geometric shapes featuring cyan, magenta, yellow, and black with four segments, some rounded, in each.",1,,
254,8a03b328-bd41-4573-8b88-ffc8f1d421ea,2026-07-07 10:50:11.716,deny,A central figure in a white button-up shirt with rolled sleeves and dark suspenders stands against a black marble-textured background. Red cursive text 'Bless This Mess' appears at top; a red 'UG' logo is centered below the figure.,1,,,"Central pregnant figure with a white unbuttoned shirt ona black background. Red cursive ""Bless This Mess"" appears at above.",1,,
259,5d551029-a597-4ba9-bf7c-0c3e8a5bd22d,2026-07-07 10:54:24.731,deny,"Blue background with red radial lines surrounding a central figure in an orange shirt and red vest. The figure holds an object near their mouth, depicted in stylized graphic illustration. Text reads ""FRANCIS BEBEY"" above and ""TRÉSOR MAGNÉTIQUE"" below in white block letters.",1,,,Blue background with red radial lines surrounding a central figure in an orange shirt and red vest holding an object near mouth.,1,,
260,4e4d37ee-0253-40b8-a241-6206cd06ea72,2026-07-07 10:55:23.239,deny,"Album cover features solid pink background with ""DAS DAMEN"" in large red stylized letters at top and ""1986: Keeps Me Wild"" below in smaller black font. Central grainy photo shows four musicians performing on stage with guitars, drums, and microphones.",1,,,"Pink background with central grainy photo showing four musicians performing on stage with guitars, drums, and microphones.",1,,
261,2abaa368-ccf2-401b-9f96-4e7e00450d35,2026-07-07 10:57:14.948,deny,"Album cover featuring four people posing on a grassy riverbank, with two holding electric guitars; bold black text ""WINTERHAWK"" at top and ""ELECTRIC WARRIORS"" at bottom against a vintage-style photographic background.",1,,,"Four musicians posing on a grassy riverbank. Black text ""WINTERHAWK"" at top and ""ELECTRIC WARRIORS"" at bottom.",1,,
263,86b47013-7a96-4594-afc6-b4737770827b,2026-07-07 10:58:18.429,deny,"A dense, stylized collage of cartoonish rabbit-like figures with expressive faces and limbs, rendered in bold black outlines over a vibrant background of red, yellow, blue, and muted earth tones.",1,,,Collage of cartoon rabbit-like figures with expressive faces and limbs rendered in bold black outlines over striped earthy tones,1,,
